address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,none,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
333 S Valley View Blvd,,True,,,True,,,True,False,True,False,False,True,True,2BbFeotL85cIaBjSq1SWiA,"American (New), Restaurants",Las Vegas,11:0-15:0,11:0-15:0,11:0-18:0,11:0-18:0,11:0-15:0,11:0-15:0,11:0-15:0,36.1680995,-115.1922304,Springs Cafe by Wolfgang Puck,Westside,89107,23,2.5,NV,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,1 days 10:00:00.000000000,0.0,0.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"3645 S Town Center Dr, Ste 102",True,True,True,,True,,False,True,False,True,False,False,True,True,YCEZLECK9IToE8Mysorbhw,"Restaurants, Breakfast & Brunch, American (New)",Las Vegas,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,36.1242687,-115.3254095,Daily Kitchen Modern Eatery and Rotisserie,South Summerlin,89135,215,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,3 days 19:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1875 S Decatur Blvd,,True,False,,False,,True,False,False,True,False,True,True,True,BjoG1A78mIEl6on-HNSilw,"Restaurants, Burgers, American (Traditional), Cheesesteaks",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1511621,-115.2086136,The Triple Play,Westside,89102,33,4.5,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"2010 Festival Plaza Dr, Ste 170",False,True,True,,True,,True,True,True,True,False,False,True,True,j4F5LtyQ3_dKLJbIEkwFpQ,"Breakfast & Brunch, Restaurants, American (New)",Las Vegas,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,36.149159,-115.333188,SkinnyFATS,South Summerlin,89135,136,4.0,NV,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,False,3 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2210 Las Vegas Blvd S,True,True,False,,True,,False,False,False,True,False,True,True,True,kJ_Rke1dt9zpbJp9lX6sXw,"American (Traditional), Breakfast & Brunch, Restaurants, American (New), Burgers",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.14579,-115.15632,IHOP,The Strip,89104,118,2.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"Fashion Show Mall, 3200 Las Vegas Blvd, Ste1850",False,True,True,,True,,True,False,False,False,False,True,True,,T70pMoTP008qYLsIvFCXdQ,"Restaurants, American (New), Vegan, Food, Coffee & Tea",Las Vegas,9:0-21:0,9:0-21:0,9:0-21:0,10:0-19:0,9:0-21:0,9:0-21:0,9:0-21:0,36.1274875339,-115.171931875,Red Velvet Café,The Strip,89109,185,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,3 days 09:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
7017 Spring Mountain Rd,True,True,True,,True,,True,False,False,True,False,False,True,True,HD4JDFoc_htq5VYESJT8gw,"Chicken Wings, Restaurants, American (Traditional), Fast Food",Las Vegas,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,36.1252875,-115.2462028,Wingstop,Chinatown,89117,132,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 22:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"The Venetian Resort Hotel Casino, 3355 Las Vegas Blvd. S",False,True,False,,True,,False,False,False,True,False,False,True,True,b24sTA2JkHB4joNlNkBkfQ,"Italian, Sandwiches, American (New), Burgers, Restaurants",Las Vegas,,,,,,,,36.121558,-115.169758,San Gennaro Grill,The Strip,89109,37,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
4111 Boulder Hwy,False,True,False,,True,,True,False,False,True,False,True,True,,X6DR-xr0rQKnxl9jeZWFzw,"American (New), Breakfast & Brunch, Burgers, Restaurants, Cafes",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1337103,-115.0850568,Grand Café,,89121,87,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5355 S Decatur Blvd,False,True,False,False,False,True,True,False,False,True,False,True,True,,5D3cAYturwbEqnj52b1Tmw,"American (New), Pizza, Breakfast & Brunch, Pubs, Bars, Sports Bars, Nightlife, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.092147,-115.2085074,PT's,,89118,41,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
4500 W Tropicana Ave,False,True,False,,True,,False,False,False,True,False,True,False,,kajp1s8tu9B59OyyHoBExg,"American (New), Burgers, Cafes, Breakfast & Brunch, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1029224814,-115.201836117,Copper Whisk Café,,89103,82,3.5,NV,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
221 N Rampart Blvd,False,True,,,True,,True,True,False,True,True,True,False,True,PG9I7ZfeXV4UKVXo-yciLw,"American (New), Restaurants, Breakfast & Brunch",Las Vegas,6:0-11:0,6:0-11:0,6:0-12:0,6:0-13:0,6:0-11:0,6:0-11:0,6:0-11:0,36.1758105371,-115.291447957,Ceres,Westside,89145,31,3.0,NV,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,1 days 14:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
6520 Boulder Hwy,True,True,False,,True,,False,False,False,True,False,True,True,True,AqfEIxefqdArIWf9YUVAtQ,"Restaurants, Breakfast & Brunch, American (Traditional)",Las Vegas,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,36.0827233144,-115.03153704,Omelet House,,89122,267,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,2 days 08:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"Palace Station, 2411 West Sahara Ave",True,True,,,True,,True,False,False,True,False,False,True,,S9Mq_9OmsL-_azC4Kczl4w,"Burgers, American (Traditional), Restaurants, Food, Desserts, Sandwiches, Diners",Las Vegas,,,,,,,,36.1428688398,-115.174976784,Johnny Rockets,,89102,13,1.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3750 South Las Vegas Blvd,False,True,False,,True,,True,False,False,True,False,True,True,True,iIwKW2cBAxjElE8eUzjwqA,"American (Traditional), Salad, Burgers, Sandwiches, Restaurants",Las Vegas,11:0-1:0,11:0-0:0,11:0-1:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,36.1058300263,-115.173315049,Bobby's Burger Palace,The Strip,89109,1162,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,3 days 21:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"7010 N Durango Dr, Ste 140",True,True,True,,True,,True,True,False,True,False,False,True,True,b1WGIdd_oSwGYZtC769Shw,"Food, American (New), Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Sandwiches",Las Vegas,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,36.2884223309,-115.286549547,Rachel's Kitchen,Centennial,89149,335,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,4 days 02:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2620 Regatta Dr,True,True,True,,True,,True,True,False,True,True,True,False,,fVx43mUNg0JkVVpElFtrVw,"Cuban, American (New), Seafood, Latin American, Restaurants",Las Vegas,11:0-22:0,11:0-22:0,9:30-23:0,,11:0-22:0,11:0-22:0,11:0-22:0,36.2074847,-115.2682033,Latin Fish,Summerlin,89128,14,4.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1600 N Martin Luther King Blvd,,True,,,,,True,False,False,True,False,False,True,,hJgdrSbwhkp3-GbAyS79Gg,"Restaurants, Barbeque, American (Traditional)",Las Vegas,8:0-22:0,8:0-22:0,8:0-22:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-22:0,36.1887789,-115.160131,Pit Boss BBQ,,89106,11,4.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4 days 01:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2535 Las Vegas Blvd S,,True,False,,True,,True,False,False,True,False,True,True,True,12f7GOkkC0GZRMif-fidhQ,"Restaurants, American (Traditional)",Las Vegas,,,,,,,,36.1423378,-115.1563054,NASCAR Cafe,The Strip,89109,49,2.0,NV,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
5825 S Eastern Ave,True,,,,,,,,,,,,,,FK7JHSUMdznZefUW6X319A,"Restaurants, American (Traditional), Home & Garden, Shopping, Shopping Centers",Las Vegas,,,,,,,,36.0841716,-115.1221806,McCarran Marketplace,Southeast,89119,3,5.0,NV,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Luxor Hotel and Casino Food Court, 3900 Las Vegas Blvd S",False,True,False,,True,,False,False,False,True,False,False,True,True,MnYGGxWpMyQ7oncUPjbEmw,"Restaurants, Cheesesteaks, American (New), Comfort Food, Hot Dogs",Las Vegas,,,,,,,,36.095424,-115.175922,Nathan's Famous,The Strip,89109,104,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
5757 Wayne Newton Blvd,False,True,False,,True,,True,False,False,True,False,True,True,True,XVVFgEY-0MsyEAR8SO7dzg,"Soup, Restaurants, American (Traditional), Pizza, Salad",Las Vegas,7:0-21:30,7:0-21:30,7:0-21:30,7:0-21:30,7:0-21:30,7:0-21:30,7:0-21:30,36.0814661072,-115.137765898,California Pizza Kitchen,Southeast,89119,191,2.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,4 days 05:30:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
115 E Tropicana Ave,False,True,False,,True,,True,False,False,True,True,True,True,True,nuT8Bgfz7HTJQqbJFddkBw,"Restaurants, American (Traditional)",Las Vegas,,,17:0-0:0,17:0-0:0,,,,36.0993459,-115.167874,Mad Onion,Southeast,89109,158,3.0,NV,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
910 Las Vegas Blvd S,True,True,True,,True,,True,False,False,True,True,True,True,True,IyrDnrvUKpndj5zIv1KvGQ,"Seafood, Food, American (Traditional), Restaurants, Mexican, Desserts",Las Vegas,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,36.1594983312,-115.1473491,Doña Maria Tamales Restaurant,Downtown,89101,254,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,4 days 02:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"Aria Resort and Casino, 3738 Las Vegas Blvd S",,True,,False,False,True,True,False,False,True,True,True,True,True,swl9MCD8CU7kbNvn0L4SJg,"American (New), Nightlife, Sports Bars, Burgers, Restaurants, Bars",Las Vegas,11:0-23:30,11:0-22:30,11:0-23:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,36.128561,-115.1711298,Skybox Sports Bar & Grill,The Strip,89109,66,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,3 days 10:30:00.000000000,0.0,5.0,2.0,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3000 Paradise Rd,False,True,False,,True,,True,False,False,True,True,True,True,True,_R-rjgz4Kwi4f3u0clFeKg,"Beer, Wine & Spirits, Cafes, American (Traditional), Restaurants, Food, Sandwiches, Breakfast & Brunch",Las Vegas,7:0-2:0,7:0-0:0,7:0-2:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,36.1362575,-115.1512526,Sid's Cafe,Eastside,89109,193,2.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,5 days 03:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
6075 Spencer St,,False,,,False,,,,False,False,False,,True,,BIwjYT9nqbkF7kbzne-tmQ,"Food, Restaurants, American (New)",Las Vegas,,,,,,,,36.0805040973,-115.128128544,Wolfgang Puck Express,Southeast,89119,3,2.0,NV,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
5717 Sky Pointe Dr,True,True,False,False,True,True,True,False,False,True,False,True,False,True,rdej8lNWQQTqXB-SlJqtbg,"Restaurants, Bars, Nightlife, Pubs, Pool Halls, American (Traditional)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.2645546,-115.25249,The Lodge Tenaya,Northwest,89130,53,3.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
"Venetian Resort Hotel Casino, 3355 Las Vegas Blvd S",False,True,False,False,False,True,True,False,False,True,True,True,False,True,Kn23LDd740SBVJ7mum0fwg,"Bars, Restaurants, Lounges, Nightlife, American (New)",Las Vegas,17:0-3:0,17:0-2:0,17:0-3:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,36.1228519609,-115.169064939,V Bar,The Strip,89109,158,3.5,NV,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,2 days 17:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
"955 Grier Dr, St D2",True,True,True,,True,,True,True,True,True,True,True,True,True,D9z7LXFn88Fp4nt4ovO1KA,"American (Traditional), American (New), Restaurants, Sandwiches",Las Vegas,11:0-20:0,11:0-20:0,11:0-19:0,11:0-19:0,11:0-20:0,11:0-20:0,11:0-20:0,36.0680298,-115.1420107,New American Sandwich Co,Southeast,89119,44,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2 days 13:00:00.000000000,0.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"10450 S Decatur Blvd, Ste 105",True,True,True,,True,,False,False,False,True,False,False,True,,GjbF1ZEbIpC2KqUbZ7KQWQ,"American (Traditional), Sushi Bars, Restaurants",Las Vegas,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,35.9999263,-115.2074951,Dynamite Grill,Southwest,89141,95,3.0,NV,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2 days 23:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
"6593 Las Vegas Blvd S, Bldg L B214",True,True,False,False,False,True,True,True,False,True,True,True,False,True,UCpUOtvqR-NBWBNVMzJleA,"American (New), Restaurants, Lounges, Bars, Nightlife",Las Vegas,16:0-4:0,16:0-2:0,16:0-4:0,16:0-2:0,16:0-4:0,16:0-2:0,16:0-3:0,36.0683706291,-115.177535906,Blue Martini Lounge,Southeast,89119,869,3.5,NV,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
9809 W Flamingo Rd,True,True,True,,True,,True,True,False,True,False,False,True,True,0zoXYHq82haayMaV952jEQ,"Sandwiches, Food, American (New), Burgers, Restaurants, Pizza, Juice Bars & Smoothies",Las Vegas,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,36.1148228,-115.3062846,Greens and Proteins,Spring Valley,89147,382,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,4 days 09:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
