address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,cat,cat_Calgary_american_1.0,cat_Calgary_american_2.0,cat_Calgary_american_3.0,cat_Calgary_american_4.0,cat_Calgary_american_nan,cat_Calgary_chinese_1.0,cat_Calgary_chinese_2.0,cat_Calgary_chinese_3.0,cat_Calgary_chinese_nan,cat_Calgary_italian_1.0,cat_Calgary_italian_2.0,cat_Calgary_italian_3.0,cat_Calgary_italian_4.0,cat_Calgary_italian_nan,cat_Las Vegas_american_1.0,cat_Las Vegas_american_2.0,cat_Las Vegas_american_3.0,cat_Las Vegas_american_4.0,cat_Las Vegas_american_nan,cat_Las Vegas_chinese_1.0,cat_Las Vegas_chinese_2.0,cat_Las Vegas_chinese_3.0,cat_Las Vegas_chinese_4.0,cat_Las Vegas_chinese_nan,cat_Las Vegas_italian_1.0,cat_Las Vegas_italian_2.0,cat_Las Vegas_italian_3.0,cat_Las Vegas_italian_4.0,cat_Las Vegas_italian_nan,cat_Toronto_american_1.0,cat_Toronto_american_2.0,cat_Toronto_american_3.0,cat_Toronto_american_4.0,cat_Toronto_american_nan,cat_Toronto_chinese_1.0,cat_Toronto_chinese_2.0,cat_Toronto_chinese_3.0,cat_Toronto_chinese_4.0,cat_Toronto_chinese_nan,cat_Toronto_italian_1.0,cat_Toronto_italian_2.0,cat_Toronto_italian_3.0,cat_Toronto_italian_4.0,cat_Toronto_italian_nan,negative_reviews,neutral_reviews,positive_reviews,stars,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
"467 E Silverado Ranch Blvd, Ste 100",True,True,False,,True,,True,True,False,True,False,True,True,,Yn-8zix5_blucvZo3G8kPw,"American (New), Breakfast & Brunch, Burgers, American (Traditional), Restaurants",Las Vegas,8.0,8.0,8.0,8.0,8.0,8.0,8.0,36.0123716681,-115.152726141,New Day Cafe,Southeast,89183,200,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,30.0,137.0,3.61,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,56.0,5.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"5040 Boulder Hwy, Ste 110",False,True,False,,,,,,,,,,True,,Z3y47L3EY-axAEVbwmXZaA,"American (New), Ice Cream & Frozen Yogurt, Food, Restaurants",Las Vegas,11.0,11.0,11.0,11.0,11.0,11.0,11.0,36.0985798123,-115.04957579100001,Thrifty Ice Cream,Southeast,89122,24,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,16.0,3.4166666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"9410 W Sahara Ave, Ste 150",True,True,False,,True,,True,False,False,True,True,True,True,True,ZibmYdOPKLlqDM9oR6xzOA,"Asian Fusion, Burgers, Restaurants, Bars, Nightlife, Wine Bars, American (New)",Las Vegas,11.0,11.0,11.0,11.0,11.0,11.0,11.0,36.1469098416,-115.30077702,Bachi Burger,Westside,89117,1114,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0,119.0,822.0,3.783662477558349,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"Caesars Palace, 3570 Las Vegas Blvd",,True,False,,False,,False,False,False,True,True,True,False,True,ujKxpaUmTUVpGRBFSvZfbg,"Restaurants, American (New)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1162194,-115.1745719,Bradley Ogden,The Strip,89109,199,NV,american,Las Vegas_american_4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,15.0,173.0,4.040201005025127,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
"6000 S Eastern Ave, Ste 4A",True,True,False,False,False,True,True,False,False,True,False,True,True,,fHo_ycJ1OQ_H7DyctJhr6A,"Restaurants, Sports Bars, Bars, American (New), Nightlife, Breakfast & Brunch",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0800571269,-115.118248145,Blue Ox Central,Southeast,89119,84,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,12.0,64.0,4.047619047619048,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
1341 W Warm Springs,False,True,False,False,False,True,True,True,False,True,False,True,True,True,84DjKzaR26vphu9fNI9nKg,"Beer, Wine & Spirits, Sports Bars, Nightlife, Food, Pubs, American (New), Restaurants, Bars",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0568324,-115.1724605,Sierra Gold,Southeast,89128,90,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,7.0,61.0,2.8021978021978016,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
"6593 Las Vegas Blvd S, Ste 222",True,True,False,False,False,True,True,True,True,True,True,True,True,True,km5aBHRss5ir_B0jvEErzQ,"Irish Pub, Nightlife, Dive Bars, Irish, Restaurants, Bars, American (New), Mediterranean, American (Traditional)",Las Vegas,17.0,9.0,17.0,13.0,11.0,9.0,9.0,36.0683598964,-115.177980123,McFadden's Restaurant and Saloon,Southeast,89119,412,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0,54.0,181.0,2.0533980582524274,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,85.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
4570 W Sahara Ave,True,True,False,False,True,True,True,True,False,True,True,True,True,True,U9nXdynQ2YR5xYx8tM3S7w,"Wine Bars, Nightlife, Bars, American (Traditional), Burgers, Restaurants, American (New)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1448718,-115.20234750000002,TGI Fridays,Westside,89102,207,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,30.0,94.0,2.449275362318841,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
333 S Valley View Blvd,,True,,,True,,,True,False,True,False,False,True,True,2BbFeotL85cIaBjSq1SWiA,"American (New), Restaurants",Las Vegas,4.0,4.0,7.0,7.0,4.0,4.0,4.0,36.1680995,-115.1922304,Springs Cafe by Wolfgang Puck,Westside,89107,23,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,17.0,2.652173913043478,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,34.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"3645 S Town Center Dr, Ste 102",True,True,True,,True,,False,True,False,True,False,False,True,True,YCEZLECK9IToE8Mysorbhw,"Restaurants, Breakfast & Brunch, American (New)",Las Vegas,13.0,13.0,13.0,13.0,13.0,13.0,13.0,36.1242687,-115.32540949999999,Daily Kitchen Modern Eatery and Rotisserie,South Summerlin,89135,215,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,26.0,161.0,3.73953488372093,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,91.0,5.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1455 E Tropicana Ave,,,,,,,,,,,,,,,CqxDQPhltNo6wkkCWww80Q,"Burgers, American (New), Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.10060670000001,-115.13330790000002,Moe's Meaty Messy Meals,University,89119,4,NV,american,Las Vegas_american_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"2010 Festival Plaza Dr, Ste 170",False,True,True,,True,,True,True,True,True,False,False,True,True,j4F5LtyQ3_dKLJbIEkwFpQ,"Breakfast & Brunch, Restaurants, American (New)",Las Vegas,12.0,12.0,12.0,12.0,12.0,12.0,12.0,36.149159000000004,-115.33318799999999,SkinnyFATS,South Summerlin,89135,136,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,7.0,112.0,4.235294117647058,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,False,84.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2210 Las Vegas Blvd S,True,True,False,,True,,False,False,False,True,False,True,True,True,kJ_Rke1dt9zpbJp9lX6sXw,"American (Traditional), Breakfast & Brunch, Restaurants, American (New), Burgers",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.14579000000001,-115.15632,IHOP,The Strip,89104,118,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,18.0,45.0,2.6440677966101696,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"Fashion Show Mall, 3200 Las Vegas Blvd, Ste1850",False,True,True,,True,,True,False,False,False,False,True,True,,T70pMoTP008qYLsIvFCXdQ,"Restaurants, American (New), Vegan, Food, Coffee & Tea",Las Vegas,12.0,12.0,12.0,9.0,12.0,12.0,12.0,36.1274875339,-115.171931875,Red Velvet Café,The Strip,89109,185,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,29.0,124.0,3.502702702702703,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,81.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"The Venetian Resort Hotel Casino, 3355 Las Vegas Blvd. S",False,True,False,,True,,False,False,False,True,False,False,True,True,b24sTA2JkHB4joNlNkBkfQ,"Italian, Sandwiches, American (New), Burgers, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.121558,-115.169758,San Gennaro Grill,The Strip,89109,37,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,21.0,2.918918918918919,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
"2620 Regatta Dr, Ste 117",,True,True,,False,,True,True,False,True,True,True,True,True,GwKFPfQA5kYcVSnPBpjtzg,"American (New), Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2074847,-115.26820330000001,Garfield's Restaurant,Summerlin,89128,73,NV,american,Las Vegas_american_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,7.0,56.0,3.246575342465753,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4111 Boulder Hwy,False,True,False,,True,,True,False,False,True,False,True,True,,X6DR-xr0rQKnxl9jeZWFzw,"American (New), Breakfast & Brunch, Burgers, Restaurants, Cafes",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1337103,-115.0850568,Grand Café,,89121,87,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,56.0,3.045977011494253,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5355 S Decatur Blvd,False,True,False,False,False,True,True,False,False,True,False,True,True,,5D3cAYturwbEqnj52b1Tmw,"American (New), Pizza, Breakfast & Brunch, Pubs, Bars, Sports Bars, Nightlife, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.092147,-115.2085074,PT's,,89118,41,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,27.0,3.2195121951219514,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
8850 W Charleston Blvd,True,True,True,,True,,False,True,False,True,False,False,True,,Ye4uQAkfHbh8w0cCXCCLjQ,"Soup, Salad, Restaurants, Sandwiches, American (New)",Las Vegas,11.0,10.0,11.0,0.0,10.0,10.0,10.0,36.15951010000001,-115.28865230000001,Café Zupas,Westside,89117,99,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,15.0,65.0,3.3232323232323235,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,62.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4500 W Tropicana Ave,False,True,False,,True,,False,False,False,True,False,True,False,,kajp1s8tu9B59OyyHoBExg,"American (New), Burgers, Cafes, Breakfast & Brunch, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1029224814,-115.20183611700001,Copper Whisk Café,,89103,82,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,10.0,60.0,3.6219512195121952,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
221 N Rampart Blvd,False,True,,,True,,True,True,False,True,True,True,False,True,PG9I7ZfeXV4UKVXo-yciLw,"American (New), Restaurants, Breakfast & Brunch",Las Vegas,5.0,5.0,6.0,7.0,5.0,5.0,5.0,36.1758105371,-115.291447957,Ceres,Westside,89145,31,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,23.0,3.0645161290322585,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,38.0,5.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
99 Convention Center Dr,True,True,True,False,False,True,True,True,False,True,True,True,True,True,lTixk1IT-D4hoMZ6LgoyHQ,"Restaurants, American (New), Cocktail Bars, Steakhouses, Nightlife, Bars",Las Vegas,6.0,5.0,6.0,5.0,5.0,5.0,5.0,36.132034000000004,-115.16266370000001,The Barrymore,The Strip,89109,867,NV,american,Las Vegas_american_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,57.0,752.0,4.2191464821222615,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,37.0,0.0,5.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
"7010 N Durango Dr, Ste 140",True,True,True,,True,,True,True,False,True,False,False,True,True,b1WGIdd_oSwGYZtC769Shw,"Food, American (New), Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Sandwiches",Las Vegas,14.0,14.0,14.0,14.0,14.0,14.0,14.0,36.288422330900005,-115.286549547,Rachel's Kitchen,Centennial,89149,335,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,29.0,246.0,3.788690476190476,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,98.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2620 Regatta Dr,True,True,True,,True,,True,True,False,True,True,True,False,,fVx43mUNg0JkVVpElFtrVw,"Cuban, American (New), Seafood, Latin American, Restaurants",Las Vegas,11.0,11.0,13.5,0.0,11.0,11.0,11.0,36.2074847,-115.26820330000001,Latin Fish,Summerlin,89128,14,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,11.0,4.071428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,68.5,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4213 W Sahara Ave,True,True,,False,,True,True,True,,True,False,,,True,J5ylw6DXGmQ6hM06Ne3XHw,"Lounges, Bars, Restaurants, American (New), Karaoke, Gay Bars, Nightlife",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1439891,-115.1976095,The Phoenix Bar & Lounge,Westside,89102,90,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,13.0,71.0,4.144444444444445,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
"Luxor Hotel and Casino Food Court, 3900 Las Vegas Blvd S",False,True,False,,True,,False,False,False,True,False,False,True,True,MnYGGxWpMyQ7oncUPjbEmw,"Restaurants, Cheesesteaks, American (New), Comfort Food, Hot Dogs",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.095424,-115.175922,Nathan's Famous,The Strip,89109,104,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,18.0,50.0,2.9615384615384617,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"Aria Resort & Casino, 3736 Las Vegas Blvd S",,True,False,,False,,True,False,False,True,True,True,False,True,2mfBO8iZ5E_ULmcxEXqOrw,"Restaurants, American (New), Steakhouses",Las Vegas,6.0,5.0,6.0,5.0,6.0,5.0,5.0,36.128561,-115.17112979999999,Union Restaurant & Lounge,The Strip,89109,56,NV,american,Las Vegas_american_4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,41.0,3.071428571428572,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,38.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
"8125 W Sahara Ave, Ste 110",,True,False,,False,,False,False,False,True,True,True,True,True,3m2XZFVraCiqjgLxHi5MdA,"Restaurants, American (New)",Las Vegas,4.5,4.5,4.5,4.5,4.5,4.5,4.5,36.1427696,-115.26928670000001,Rosemary's Restaurant,Westside,89117,323,NV,american,Las Vegas_american_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,25.0,280.0,4.411764705882354,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,31.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
8584 W Lake Mead Blvd,False,True,False,False,False,True,True,False,False,True,False,False,False,,rHmILK3NBQWiRQMr9Sk8ew,"Nightlife, Restaurants, Sports Bars, Pubs, American (New), Bars, American (Traditional)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1996798,-115.281979,Pt's Pub,Summerlin,89128,26,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,18.0,3.9615384615384617,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
